ger,eng,old_sim,new_sim,shift,change_type,word_1_distance,word_2_distance,word_1_rank,word_1_rel_freq,word_2_rank,word_2_rel_freq
stadt,town,-0.03353682905435562,0.7330631613731384,0.766599990427494,Convergence,0.07463645935058594,0.8362877666950226,645.0,166.78,216.0,318.53
stadt,city,0.08404549956321716,0.7243285775184631,0.640283077955246,Convergence,0.052532315254211426,0.8362877666950226,368.0,276.57,216.0,318.53
stadt,cities,-0.009101981297135353,0.6361122727394104,0.6452142540365458,Convergence,0.06870824098587036,0.8362877666950226,1828.0,55.15,216.0,318.53
wieder,again,-0.33011117577552795,0.7227392792701721,1.0528504550457,Convergence,0.08516526222229004,1.2112793177366257,519.0,206.7,75.0,1132.88
wieder,back,-0.33829227089881897,0.5611222386360168,0.8994145095348358,Convergence,0.08277559280395508,1.2112793177366257,170.0,488.11,75.0,1132.88
schon,already,-0.5058126449584961,0.6019207239151001,1.1077333688735962,Convergence,0.15869581699371338,1.109991006553173,276.0,342.03,70.0,1210.22
haben,have,-0.5190050601959229,0.7052074074745178,1.2242124676704407,Convergence,0.0925365686416626,1.1405157297849655,27.0,3157.12,9.0,7477.86
mal,mal,1.0,1.0,0.0,Parallel Change,0.09400665760040283,0.09400665760040283,17610.0,2.08,134.0,516.06
jedoch,however,0.7458578944206238,0.7459732294082642,0.00011533498764038086,Parallel Change,0.08206450939178467,0.08724039793014526,685.0,159.96,149.0,487.22
jedoch,however,0.7458578944206238,0.7459732294082642,0.00011533498764038086,Parallel Change,0.08206450939178467,0.08724039793014526,685.0,159.96,149.0,487.22
jedoch,but,0.6813990473747253,0.6157456040382385,-0.06565344333648682,Parallel Change,0.07985097169876099,0.08724039793014526,37.0,2198.22,149.0,487.22
drei,three,-0.38641801476478577,0.8363407850265503,1.222758799791336,Convergence,0.11131852865219116,1.0193501077592373,89.0,820.46,166.0,409.52
etwa,about,0.5178767442703247,0.5461397767066956,0.02826303243637085,Convergence,0.24909377098083496,0.12635725736618042,52.0,1478.27,177.0,385.88
teil,part,-0.4378562867641449,0.547746479511261,0.9856027662754059,Convergence,0.1248178482055664,1.039529588073492,210.0,418.23,159.0,447.96
berlin,berlin,1.0,1.0,0.0,Parallel Change,0.10931181907653809,0.10931181907653809,3091.0,28.94,298.0,239.18
heute,today,0.7309049367904663,0.750003457069397,0.019098520278930664,Parallel Change,0.37298303842544556,0.19557154178619385,459.0,233.48,114.0,601.04
während,during,0.7541899085044861,0.6370182037353516,-0.11717170476913452,Parallel Change,0.07510620355606079,0.1493697166442871,174.0,478.36,129.0,545.02
bereits,already,0.653719425201416,0.6651256680488586,0.011406242847442627,Parallel Change,0.15869581699371338,0.10831964015960693,276.0,342.03,139.0,502.63
damit,so,0.606987714767456,0.592664897441864,-0.014322817325592041,Parallel Change,0.12282407283782959,0.1263498067855835,175.0,477.87,91.0,809.85
können,can,0.7299420833587646,0.6182920336723328,-0.11165004968643188,Parallel Change,0.08709937334060669,0.1387425661087036,137.0,568.92,22.0,4352.29
jan,jan,1.0,1.0,0.0,Parallel Change,0.17511606216430664,0.17511606216430664,2542.0,37.18,3126.0,21.68
sehr,very,0.7672402858734131,0.7683770656585693,0.00113677978515625,Parallel Change,0.06821060180664062,0.09260857105255127,151.0,532.19,83.0,1031.96
ihr,you,-0.12318088859319687,0.6095751523971558,0.7327560409903526,Convergence,0.07184934616088867,1.0019214961212128,297.0,320.55,26.0,3610.49
gemeinde,municipalities,0.6127761602401733,0.5645708441734314,-0.04820531606674194,Parallel Change,0.14812731742858887,0.08726060390472412,6904.0,9.45,677.0,108.57
gemeinde,municipality,0.6559767127037048,0.6632159948348999,0.007239282131195068,Parallel Change,0.16013658046722412,0.08726060390472412,10809.0,4.63,677.0,108.57
gemeinde,community,0.5983960628509521,0.5422795414924622,-0.05611652135848999,Parallel Change,0.09004968404769897,0.08726060390472412,1282.0,82.72,677.0,108.57
erste,erste,1.0,1.0,0.0,Parallel Change,0.9160778149962425,0.9160778149962425,14289.0,2.94,1700.0,44.15
erste,first,-0.09737657755613327,0.5943927764892578,0.6917693540453911,Convergence,0.10988116264343262,0.9160778149962425,63.0,1164.63,1700.0,44.15
august,august,1.0,1.0,0.0,Parallel Change,0.07766491174697876,0.07766491174697876,397.0,262.33,603.0,119.88
ohne,without,-0.3407157361507416,0.7280694246292114,1.068785160779953,Convergence,0.06996303796768188,1.1062704846262932,440.0,241.63,98.0,730.13
deutschland,germany,0.4259234666824341,0.8306437730789185,0.4047203063964844,Convergence,0.12966686487197876,0.5027986764907837,301.0,318.17,145.0,490.06
ende,end,-0.03392636030912399,0.6532280445098877,0.6871544048190117,Convergence,0.11025828123092651,0.7136677205562592,116.0,626.9,178.0,375.62
märz,march,0.7094175815582275,0.6219739317893982,-0.08744364976882935,Parallel Change,0.07842010259628296,0.09649842977523804,227.0,398.3,598.0,121.09
deutsche,german,0.5590171217918396,0.4258367717266083,-0.13318035006523132,Parallel Change,0.1539207100868225,0.34679579734802246,236.0,388.02,679.0,108.53
deutsche,deutsche,1.0,1.0,0.0,Parallel Change,0.34679579734802246,0.34679579734802246,1417.0,73.98,679.0,108.53
band,band,1.0,1.0,0.0,Parallel Change,0.1535170078277588,0.1535170078277588,2919.0,31.28,570.0,128.18
band,tape,0.5131939649581909,0.21786704659461975,-0.29532691836357117,Divergence,0.42363619804382324,0.1535170078277588,5987.0,11.68,570.0,128.18
januar,january,0.8148878216743469,0.8526539206504822,0.037766098976135254,Parallel Change,0.060727596282958984,0.08198177814483643,231.0,394.32,613.0,118.82
doch,yet,-0.351094514131546,0.763462245464325,1.114556759595871,Convergence,0.10362297296524048,0.9666598550975323,505.0,211.62,80.0,1082.14
doch,but,-0.3958919644355774,0.741450846195221,1.1373428106307983,Convergence,0.07985097169876099,0.9666598550975323,37.0,2198.22,80.0,1082.14
oktober,october,0.8108229637145996,0.8398663997650146,0.02904343605041504,Parallel Change,0.05941963195800781,0.0652654767036438,266.0,351.76,464.0,154.94
immer,always,-0.3911352753639221,0.6131193041801453,1.0042545795440674,Convergence,0.08187395334243774,1.1035634577274323,1389.0,75.19,72.0,1172.4
also,so,0.6629455089569092,0.3629074990749359,-0.30003800988197327,Parallel Change,0.12282407283782959,0.10907787084579468,175.0,477.87,97.0,741.23
kirche,churches,-0.006856656167656183,0.5563108325004578,0.563167488668114,Convergence,0.047898173332214355,0.7235840857028961,8944.0,6.27,402.0,181.12
kirche,church,0.0871291235089302,0.742249608039856,0.6551204845309258,Convergence,0.05964362621307373,0.7235840857028961,3057.0,29.27,402.0,181.12
juni,june,0.8397560119628906,0.7924572229385376,-0.04729878902435303,Parallel Change,0.04952746629714966,0.07224404811859131,383.0,269.92,542.0,133.49
april,april,1.0,1.0,0.0,Parallel Change,0.049127042293548584,0.049127042293548584,486.0,218.29,589.0,122.5
september,september,1.0,1.0,0.0,Parallel Change,0.05694913864135742,0.05694913864135742,247.0,377.23,458.0,157.05
juli,july,0.8316260576248169,0.8306483030319214,-0.0009777545928955078,Parallel Change,0.05195659399032593,0.07711851596832275,373.0,274.01,593.0,121.57
kein,not,0.4725916087627411,0.5211378335952759,0.04854622483253479,Parallel Change,0.07960253953933716,0.12392270565032959,28.0,3094.14,50.0,1833.52
kein,no,0.593917191028595,0.5249328017234802,-0.06898438930511475,Parallel Change,0.043473005294799805,0.12392270565032959,82.0,963.47,50.0,1833.52
dezember,december,0.7594034671783447,0.7925736904144287,0.033170223236083984,Parallel Change,0.0730201005935669,0.0682058334350586,184.0,453.51,683.0,108.25
dezember,dec,0.610953152179718,0.5437037944793701,-0.0672493577003479,Parallel Change,0.1895321011543274,0.0682058334350586,3418.0,25.45,683.0,108.25
universität,university,0.3111550807952881,0.7416123151779175,0.4304572343826294,Convergence,0.09002804756164551,0.5715440511703491,1587.0,64.39,432.0,165.95
november,november,1.0,1.0,0.0,Parallel Change,0.05440986156463623,0.05440986156463623,259.0,362.54,544.0,132.9
liste,list,0.6543134450912476,0.5507863759994507,-0.10352706909179688,Parallel Change,0.10659277439117432,0.3356146216392517,1060.0,101.49,1194.0,63.3
wir,we,-0.33235403895378113,0.7721189260482788,1.10447296500206,Convergence,0.07884073257446289,0.9766285419464111,61.0,1260.78,24.0,3889.57
wir,us,-0.28814974427223206,0.6817023158073425,0.9698520600795746,Convergence,0.05155909061431885,0.9766285419464111,526.0,203.95,24.0,3889.57
jahrhundert,century,0.07025787234306335,0.7289550304412842,0.6586971580982208,Convergence,0.09681689739227295,0.6149773299694061,1616.0,63.25,417.0,175.54
vier,four,0.7942464351654053,0.8360711336135864,0.04182469844818115,Parallel Change,0.12523365020751953,0.15641343593597412,177.0,469.84,339.0,208.05
seite,side,0.7245591878890991,0.6906193494796753,-0.03393983840942383,Convergence,0.07549077272415161,0.18217319250106812,694.0,158.67,147.0,487.83
februar,february,0.8208340406417847,0.8320480585098267,0.011214017868041992,Parallel Change,0.05538463592529297,0.06887257099151611,387.0,267.42,756.0,98.71
etwas,slightly,0.5365996956825256,0.4076845645904541,-0.12891513109207153,Parallel Change,0.17008864879608154,0.09168004989624023,733.0,148.6,105.0,662.4
etwas,something,0.7410057783126831,0.6599352359771729,-0.08107054233551025,Parallel Change,0.09488320350646973,0.09168004989624023,1325.0,79.71,105.0,662.4
etwas,somewhat,0.5611750483512878,0.5296720266342163,-0.03150302171707153,Parallel Change,0.12641513347625732,0.09168004989624023,3232.0,27.32,105.0,662.4
zusammen,together,0.6142357587814331,0.5029127597808838,-0.11132299900054932,Parallel Change,0.11744385957717896,0.2782638669013977,1072.0,100.32,281.0,252.15
neben,besides,0.5592380166053772,0.3082621991634369,-0.2509758174419403,Divergence,0.17575818300247192,0.317412793636322,7857.0,7.66,284.0,249.91
allerdings,however,0.7049708366394043,0.6899486184120178,-0.015022218227386475,Parallel Change,0.08206450939178467,0.1244463324546814,685.0,159.96,180.0,372.02
allerdings,however,0.7049708366394043,0.6899486184120178,-0.015022218227386475,Parallel Change,0.08206450939178467,0.1244463324546814,685.0,159.96,180.0,372.02
allerdings,but,0.6481409668922424,0.6169793009757996,-0.03116166591644287,Parallel Change,0.07985097169876099,0.1244463324546814,37.0,2198.22,180.0,372.02
allerdings,though,0.6253105401992798,0.6588485836982727,0.03353804349899292,Parallel Change,0.12814408540725708,0.1244463324546814,1029.0,104.88,180.0,372.02
film,film,1.0,1.0,0.0,Parallel Change,0.3067862391471863,0.3067862391471863,2224.0,44.02,342.0,205.06
neue,neue,1.0,1.0,0.0,Parallel Change,0.24495679140090942,0.24495679140090942,24069.0,1.24,1161.0,65.17
weil,because,-0.14497244358062744,0.764772355556488,0.9097447991371155,Convergence,0.11788147687911987,1.0302355214953423,114.0,650.36,103.0,680.54
bitte,please,0.7150382399559021,0.5966877937316895,-0.11835044622421265,Parallel Change,0.15209919214248657,0.08090126514434814,6352.0,10.7,1190.0,63.69
einige,some,0.5041482448577881,0.45570290088653564,-0.04844534397125244,Parallel Change,0.09932345151901245,0.11769235134124756,66.0,1115.51,121.0,570.32
mitglied,member,0.671794056892395,0.7288327217102051,0.05703866481781006,Parallel Change,0.07526063919067383,0.09766054153442383,563.0,192.42,332.0,214.62
text,text,1.0,1.0,0.0,Parallel Change,0.0714794397354126,0.0714794397354126,3661.0,23.12,329.0,215.83
ebenfalls,also,0.5721533894538879,0.4071054756641388,-0.16504791378974915,Parallel Change,0.10907787084579468,0.16747760772705078,48.0,1602.66,388.0,185.75
münchen,munich,0.6438456773757935,0.701499342918396,0.05765366554260254,Parallel Change,0.14841681718826294,0.17052727937698364,4535.0,17.1,678.0,108.55
bekannt,known,0.6023676991462708,0.5505862236022949,-0.05178147554397583,Parallel Change,0.13287287950515747,0.18538469076156616,837.0,128.4,440.0,162.82
zurück,back,0.7394489645957947,0.6130933165550232,-0.12635564804077148,Parallel Change,0.08277559280395508,0.16727197170257568,170.0,488.11,206.0,327.82
ort,place,0.0769190862774849,0.6026480197906494,0.5257289335131645,Convergence,0.09037017822265625,0.9392180480062962,442.0,240.9,394.0,184.46
ort,location,0.06583274155855179,0.5039592981338501,0.4381265565752983,Convergence,0.09737426042556763,0.9392180480062962,4915.0,15.41,394.0,184.46
jetzt,now,0.7608320713043213,0.7461889386177063,-0.01464313268661499,Parallel Change,0.12769609689712524,0.11699652671813965,107.0,677.62,104.0,678.49
friedrich,friedrich,1.0,1.0,0.0,Parallel Change,0.17176544666290283,0.17176544666290283,21787.0,1.48,1677.0,44.61
friedrich,frederick,0.7885664105415344,0.7709013223648071,-0.017665088176727295,Parallel Change,0.07994407415390015,0.17176544666290283,11184.0,4.38,1677.0,44.61
stand,stood,0.7768471240997314,0.6804675459861755,-0.09637957811355591,Parallel Change,0.1484934687614441,0.12591803073883057,1646.0,62.08,1022.0,74.26
stand,stand,1.0,1.0,0.0,Parallel Change,0.12591803073883057,0.12591803073883057,1595.0,64.04,1022.0,74.26
würde,would,0.6595790982246399,0.6739136576652527,0.014334559440612793,Parallel Change,0.05784881114959717,0.12509995698928833,26.0,3210.99,3180.0,21.13
titel,title,0.5840916633605957,0.43399617075920105,-0.15009549260139465,Parallel Change,0.09172075986862183,0.14061838388442993,1932.0,52.29,650.0,112.91
karl,charles,0.6991746425628662,0.7123961448669434,0.013221502304077148,Parallel Change,0.08291107416152954,0.21386879682540894,2624.0,35.71,1050.0,72.37
karl,karl,1.0,1.0,0.0,Parallel Change,0.21386879682540894,0.21386879682540894,7969.0,7.5,1050.0,72.37
daher,hence,0.5557431578636169,0.48519206047058105,-0.07055109739303589,Parallel Change,0.18534642457962036,0.10247939825057983,14240.0,2.96,278.0,254.72
daher,thus,0.5144079327583313,0.37707751989364624,-0.13733041286468506,Parallel Change,0.1817989945411682,0.10247939825057983,3786.0,22.21,278.0,254.72
daher,therefore,0.694238007068634,0.6531037092208862,-0.0411342978477478,Parallel Change,0.08410823345184326,0.10247939825057983,2695.0,34.55,278.0,254.72
nachdem,after,0.6573162078857422,0.5910701751708984,-0.06624603271484375,Parallel Change,0.07370448112487793,0.16632044315338135,40.0,1906.1,408.0,179.54
familie,family,-0.0898413211107254,0.7245665192604065,0.8144078403711319,Convergence,0.07813465595245361,0.9155891537666321,1012.0,106.46,315.0,225.71
weiter,further,0.5962059497833252,0.5382096171379089,-0.05799633264541626,Parallel Change,0.0793154239654541,0.08723169565200806,202.0,427.67,474.0,152.65
weiter,continues,0.5047984719276428,0.32715898752212524,-0.17763948440551758,Parallel Change,0.18379545211791992,0.08723169565200806,1710.0,59.5,474.0,152.65
name,name,1.0,1.0,0.0,Parallel Change,0.10928159952163696,0.10928159952163696,1087.0,99.17,259.0,268.03
ganz,quite,-0.4837508499622345,0.7455224394798279,1.2292732894420624,Convergence,0.10449957847595215,1.127908170223236,1237.0,85.92,79.0,1096.52
behalten,keeping,0.5294034481048584,0.508621871471405,-0.02078157663345337,Parallel Change,0.15321385860443115,0.12004762887954712,1879.0,53.72,1569.0,48.28
behalten,keep,0.565892219543457,0.6164525747299194,0.0505603551864624,Parallel Change,0.07875245809555054,0.12004762887954712,570.0,188.1,1569.0,48.28
sohn,sohn,1.0,1.0,0.0,Parallel Change,0.5888027250766754,0.5888027250766754,17792.0,2.04,619.0,117.69
sohn,son,0.30699804425239563,0.7961848378181458,0.4891867935657501,Convergence,0.06373190879821777,0.5888027250766754,2195.0,44.72,619.0,117.69
außerdem,also,0.5031841993331909,0.42365357279777527,-0.07953062653541565,Parallel Change,0.10907787084579468,0.16765499114990234,48.0,1602.66,366.0,193.2
hans,hans,1.0,1.0,0.0,Parallel Change,0.20493775606155396,0.20493775606155396,3660.0,23.12,1128.0,67.43
johann,johann,1.0,1.0,0.0,Parallel Change,0.11456727981567383,0.11456727981567383,17350.0,2.13,2882.0,23.93
johann,john,0.7910072803497314,0.7443729043006897,-0.04663437604904175,Parallel Change,0.04216736555099487,0.11456727981567383,549.0,197.35,2882.0,23.93
bild,picture,-0.13506151735782623,0.6408517956733704,0.7759133130311966,Convergence,0.14260220527648926,0.945466835051775,2494.0,38.01,209.0,325.57
bild,image,-0.13455210626125336,0.6586174964904785,0.7931696027517319,Convergence,0.08934527635574341,0.945466835051775,2971.0,30.38,209.0,325.57
bild,bild,1.0,1.0,0.0,Parallel Change,0.945466835051775,0.945466835051775,11040.0,4.45,209.0,325.57
nichts,nothing,-0.18088515102863312,0.7369310855865479,0.917816236615181,Convergence,0.07756870985031128,0.8964642211794853,1210.0,88.36,137.0,508.43
wien,vienna,0.5853258371353149,0.7411906123161316,0.15586477518081665,Convergence,0.12066060304641724,0.3832186460494995,3598.0,23.73,991.0,76.34
große,large,-0.521906852722168,0.5108169913291931,1.032723844051361,Convergence,0.09881961345672607,1.0896683484315872,502.0,214.14,1456.0,52.08
große,great,-0.40789559483528137,0.5502472519874573,0.9581428468227386,Convergence,0.08219504356384277,1.0896683484315872,1102.0,97.69,1456.0,52.08
denn,because,-0.5253502130508423,0.6618627309799194,1.1872129440307617,Convergence,0.11788147687911987,0.9350030720233917,114.0,650.36,92.0,804.04
peter,peter,1.0,1.0,0.0,Parallel Change,0.07413417100906372,0.07413417100906372,1284.0,82.67,635.0,115.19
fall,fall,1.0,1.0,0.0,Parallel Change,0.09862005710601807,0.09862005710601807,451.0,237.42,143.0,490.83
wilhelm,william,0.7289931774139404,0.41791650652885437,-0.31107667088508606,Divergence,0.053814589977264404,0.4764024615287781,1897.0,53.1,2131.0,34.79
wilhelm,wilhelm,1.0,1.0,0.0,Parallel Change,0.4764024615287781,0.4764024615287781,15200.0,2.65,2131.0,34.79
englisch,english,0.6403869390487671,0.5495534539222717,-0.09083348512649536,Parallel Change,0.06817519664764404,0.20442265272140503,1964.0,51.22,1158.0,65.32
fünf,five,0.739700198173523,0.8046850562095642,0.06498485803604126,Parallel Change,0.11511856317520142,0.12064260244369507,169.0,488.54,485.0,149.6
könig,king,0.7973748445510864,0.7381220459938049,-0.059252798557281494,Parallel Change,0.060573577880859375,0.10590392351150513,1565.0,65.9,904.0,83.32
mehrere,several,0.7224813103675842,0.6366748213768005,-0.08580648899078369,Parallel Change,0.12764954566955566,0.20024877786636353,374.0,273.72,351.0,200.88
form,mould,0.6266117691993713,0.5682877898216248,-0.05832397937774658,Parallel Change,0.14000266790390015,0.10927170515060425,21539.0,1.49,240.0,286.59
form,shape,0.7363653779029846,0.7686762809753418,0.03231090307235718,Parallel Change,0.1348423957824707,0.10927170515060425,3589.0,23.84,240.0,286.59
form,form,1.0,1.0,0.0,Parallel Change,0.10927170515060425,0.10927170515060425,920.0,117.79,240.0,286.59
meter,metre,0.7869871854782104,0.41783857345581055,-0.3691486120223999,Parallel Change,0.18019455671310425,0.2494167685508728,7102.0,9.05,931.0,81.09
meter,meters,0.774223268032074,0.6721784472465515,-0.10204482078552246,Parallel Change,0.2159624695777893,0.2494167685508728,8024.0,7.39,931.0,81.09
meter,metres,0.649735689163208,0.4773105978965759,-0.17242509126663208,Parallel Change,0.1852368712425232,0.2494167685508728,1617.0,63.24,931.0,81.09
meter,meter,1.0,1.0,0.0,Parallel Change,0.2494167685508728,0.2494167685508728,17750.0,2.05,931.0,81.09
gruppe,group,0.7428199648857117,0.6854689717292786,-0.057350993156433105,Parallel Change,0.2826862335205078,0.15335357189178467,95.0,776.9,261.0,265.29
finden,finding,0.546650767326355,0.4774923622608185,-0.0691584050655365,Parallel Change,0.19891446828842163,0.19005995988845825,2927.0,31.16,87.0,904.61
finden,locate,0.6074657440185547,0.31306204199790955,-0.29440370202064514,Parallel Change,0.254269540309906,0.19005995988845825,13034.0,3.4,87.0,904.61
finden,find,0.6757347583770752,0.7295777797698975,0.053843021392822266,Parallel Change,0.09091448783874512,0.19005995988845825,854.0,126.02,87.0,904.61
finden,finds,0.5104494690895081,0.48875027894973755,-0.021699190139770508,Parallel Change,0.1577475666999817,0.19005995988845825,6870.0,9.51,87.0,904.61
genannt,named,0.5236697196960449,0.3823237419128418,-0.14134597778320312,Parallel Change,0.10930168628692627,0.14317047595977783,942.0,116.19,693.0,107.21
heinrich,heinrich,1.0,1.0,0.0,Parallel Change,0.18779629468917847,0.18779629468917847,22493.0,1.4,2247.0,32.64
heinrich,henry,0.6963624954223633,0.5044723749160767,-0.19189012050628662,Parallel Change,0.103892982006073,0.18779629468917847,4452.0,17.56,2247.0,32.64
john,john,1.0,1.0,0.0,Parallel Change,0.04216736555099487,0.04216736555099487,549.0,197.35,1636.0,45.95
machen,making,-0.5116220116615295,0.5424739122390747,1.0540959239006042,Convergence,0.11862552165985107,1.1822548806667328,606.0,176.23,64.0,1349.48
machen,make,-0.5202274918556213,0.6634190082550049,1.1836465001106262,Convergence,0.0710533857345581,1.1822548806667328,182.0,457.31,64.0,1349.48
machen,do,-0.2802373170852661,0.5866664052009583,0.8669037222862244,Convergence,0.05280047655105591,1.1822548806667328,112.0,662.26,64.0,1349.48
beispiel,example,0.6501576900482178,0.5233615040779114,-0.1267961859703064,Parallel Change,0.16986387968063354,0.12108922004699707,2066.0,47.98,198.0,340.08
beispiel,examples,0.7156304717063904,0.6295204758644104,-0.08610999584197998,Parallel Change,0.09933525323867798,0.12108922004699707,11970.0,3.92,198.0,340.08
zwar,although,0.6236090064048767,0.5968536734580994,-0.026755332946777344,Parallel Change,0.12633973360061646,0.116688072681427,609.0,174.69,175.0,387.87
york,york,1.0,1.0,0.0,Parallel Change,0.12891942262649536,0.12891942262649536,235.0,389.09,1230.0,61.24
paul,paul,1.0,1.0,0.0,Parallel Change,0.10786175727844238,0.10786175727844238,1470.0,70.79,1411.0,53.62
frage,question,-0.16675516963005066,0.7775472402572632,0.9443024098873138,Convergence,0.052686333656311035,1.0534829683601856,1005.0,107.34,116.0,591.25
eher,rather,0.527431845664978,0.4304444491863251,-0.09698739647865295,Parallel Change,0.201094388961792,0.15650516748428345,934.0,116.67,319.0,223.32
eher,somewhat,0.5263823866844177,0.323464959859848,-0.2029174268245697,Parallel Change,0.12641513347625732,0.15650516748428345,3232.0,27.32,319.0,223.32
eher,sooner,0.5057126879692078,0.5203613638877869,0.014648675918579102,Parallel Change,0.14482790231704712,0.15650516748428345,6359.0,10.68,319.0,223.32
kurz,briefly,0.6015307307243347,0.4024485945701599,-0.1990821361541748,Parallel Change,0.0981411337852478,0.15983444452285767,3560.0,24.11,184.0,369.83
kurz,short,0.4819169342517853,0.5587788820266724,0.07686194777488708,Parallel Change,0.11305582523345947,0.15983444452285767,659.0,165.33,184.0,369.83
kurz,brief,0.560109555721283,0.46773985028266907,-0.09236970543861389,Parallel Change,0.07797509431838989,0.15983444452285767,2463.0,38.78,184.0,369.83
unternehmen,businesses,0.7194077372550964,0.33300483226776123,-0.3864029049873352,Parallel Change,0.2126622200012207,0.2907884120941162,912.0,118.4,300.0,235.77
unternehmen,company,0.511603832244873,0.351968914270401,-0.15963491797447205,Divergence,0.14542269706726074,0.2907884120941162,46.0,1664.22,300.0,235.77
unternehmen,companies,0.6665655970573425,0.23222827911376953,-0.434337317943573,Divergence,0.18348383903503418,0.2907884120941162,122.0,600.48,300.0,235.77
unternehmen,business,0.6555436849594116,0.43053138256073,-0.22501230239868164,Divergence,0.10593312978744507,0.2907884120941162,124.0,596.17,300.0,235.77
unternehmen,enterprises,0.7430745959281921,0.5047610402107239,-0.23831355571746826,Parallel Change,0.2530229091644287,0.2907884120941162,3119.0,28.62,300.0,235.77
straße,street,0.10269723832607269,0.5667188167572021,0.46402157843112946,Convergence,0.07840204238891602,1.0503446236252785,687.0,159.56,475.0,151.99
straße,streets,-0.3723059594631195,0.5131351947784424,0.8854411542415619,Convergence,0.08814936876296997,1.0503446236252785,2433.0,39.4,475.0,151.99
straße,road,-0.25072431564331055,0.5454138517379761,0.7961381673812866,Convergence,0.06726652383804321,1.0503446236252785,1306.0,81.1,475.0,151.99
